"GEO_ID","NAME","P009001","P009002","P009003","P009004","P009005","P009006","P009007","P009008","P009009","P009010","P009011","P009012","P009013","P009014","P009015","P009016","P009017","P009018","P009019","P009020","P009021","P009022","P009023","P009024","P009025","P009026","P009027","P009028","P009029","P009030","P009031","P009032","P009033","P009034","P009035","P009036","P009037","P009038","P009039","P009040","P009041","P009042","P009043","P009044","P009045","P009046","P009047","P009048","P009049","P009050","P009051","P009052","P009053","P009054","P009055","P009056","P009057","P009058","P009059","P009060","P009061","P009062","P009063","P009064","P009065","P009066","P009067","P009068","P009069","P009070","P009071","P009072","P009073",
"1400000US42003040900","Census Tract 409, Allegheny County, Pennsylvania","2969","86","2883","2798","1982","627","2","182","1","4","85","76","31","7","18","4","1","6","2","0","2","3","0","0","0","2","0","9","3","3","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003050100","Census Tract 501, Allegheny County, Pennsylvania","1707","15","1692","1668","62","1602","2","2","0","0","24","21","5","1","1","0","0","8","5","0","1","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003050600","Census Tract 506, Allegheny County, Pennsylvania","2057","29","2028","1993","374","1589","5","21","0","4","35","31","10","4","10","0","0","4","1","0","0","0","0","0","1","1","0","4","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003050900","Census Tract 509, Allegheny County, Pennsylvania","1202","19","1183","1151","41","1099","7","3","0","1","32","23","4","0","0","0","1","13","2","1","2","0","0","0","0","0","0","8","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003051000","Census Tract 510, Allegheny County, Pennsylvania","2106","26","2080","2035","883","1070","6","75","0","1","45","36","16","0","15","1","0","0","2","1","0","0","0","0","1","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0",
"1400000US42003051100","Census Tract 511, Allegheny County, Pennsylvania","1122","9","1113","1109","3","1104","0","1","0","1","4","4","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003060300","Census Tract 603, Allegheny County, Pennsylvania","2341","30","2311","2258","1634","546","3","58","1","16","53","47","22","12","5","0","0","2","3","0","3","0","0","0","0","0","0","6","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003060500","Census Tract 605, Allegheny County, Pennsylvania","1274","28","1246","1210","1036","155","1","15","0","3","36","31","17","1","11","0","0","1","1","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003070300","Census Tract 703, Allegheny County, Pennsylvania","2197","64","2133","2101","1718","124","1","255","0","3","32","31","2","1","27","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003070500","Census Tract 705, Allegheny County, Pennsylvania","2997","90","2907","2856","2226","130","2","490","2","6","51","48","6","2","30","0","2","3","1","0","0","3","0","0","0","1","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003070600","Census Tract 706, Allegheny County, Pennsylvania","2082","65","2017","1986","1669","54","1","249","0","13","31","28","3","3","15","1","1","1","1","0","0","1","0","0","0","2","0","3","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003070800","Census Tract 708, Allegheny County, Pennsylvania","1705","63","1642","1609","1220","83","0","304","0","2","33","31","6","1","14","0","1","2","4","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003070900","Census Tract 709, Allegheny County, Pennsylvania","4934","176","4758","4668","2835","343","5","1457","4","24","90","84","17","4","46","1","4","0","3","0","0","0","0","0","3","6","0","5","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003080200","Census Tract 802, Allegheny County, Pennsylvania","1679","32","1647","1628","1497","82","1","41","1","6","19","16","9","4","3","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003080400","Census Tract 804, Allegheny County, Pennsylvania","1369","40","1329","1305","1008","94","2","199","0","2","24","21","4","2","8","1","0","4","0","0","0","1","0","0","0","1","0","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003080600","Census Tract 806, Allegheny County, Pennsylvania","1998","54","1944","1913","1607","169","1","127","0","9","31","28","3","5","15","3","0","2","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003080700","Census Tract 807, Allegheny County, Pennsylvania","1785","76","1709","1670","1082","353","6","226","0","3","39","36","15","5","14","0","0","0","0","1","1","0","0","0","0","0","0","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003080900","Census Tract 809, Allegheny County, Pennsylvania","1767","48","1719","1668","1327","234","3","91","1","12","51","49","25","1","15","0","1","6","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003090100","Census Tract 901, Allegheny County, Pennsylvania","1843","26","1817","1779","1524","224","1","17","0","13","38","38","19","9","7","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003090200","Census Tract 902, Allegheny County, Pennsylvania","2635","52","2583","2552","2290","193","2","61","0","6","31","31","13","3","9","0","1","1","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003090300","Census Tract 903, Allegheny County, Pennsylvania","1629","45","1584","1545","1326","131","0","80","0","8","39","33","19","5","6","1","0","0","1","0","0","0","0","0","0","1","0","5","1","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1400000US42003100500","Census Tract 1005, Allegheny County, Pennsylvania","2079","17","2062","2007","597","1393","1","13","0","3","55","48","33","0","4","0","0","7","0","0","1","0","0","0","0","3","0","4","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003101100","Census Tract 1011, Allegheny County, Pennsylvania","2669","83","2586","2519","1735","720","10","37","0","17","67","59","38","4","4","1","0","4","6","1","1","0","0","0","0","0","0","8","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003101400","Census Tract 1014, Allegheny County, Pennsylvania","3346","52","3294","3220","2627","545","2","33","2","11","74","66","41","6","10","2","0","6","1","0","0","0","0","0","0","0","0","8","6","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003101600","Census Tract 1016, Allegheny County, Pennsylvania","857","4","853","839","51","786","0","2","0","0","14","12","8","0","0","0","0","4","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003101700","Census Tract 1017, Allegheny County, Pennsylvania","1465","21","1444","1408","273","1060","4","66","1","4","36","32","16","0","3","0","1","9","0","1","1","0","0","1","0","0","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003101800","Census Tract 1018, Allegheny County, Pennsylvania","2522","49","2473","2431","1947","442","8","27","0","7","42","42","26","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003110200","Census Tract 1102, Allegheny County, Pennsylvania","3971","118","3853","3740","2432","1153","9","142","0","4","113","102","59","12","11","1","1","11","2","0","3","0","0","0","0","2","0","9","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003110600","Census Tract 1106, Allegheny County, Pennsylvania","2406","70","2336","2292","1697","517","2","72","0","4","44","39","21","1","9","0","1","6","1","0","0","0","0","0","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003111300","Census Tract 1113, Allegheny County, Pennsylvania","2639","65","2574","2499","648","1780","2","51","11","7","75","68","32","5","1","0","0","17","4","0","8","1","0","0","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003111400","Census Tract 1114, Allegheny County, Pennsylvania","1353","26","1327","1278","165","1074","5","29","1","4","49","49","24","2","0","0","1","16","1","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003111500","Census Tract 1115, Allegheny County, Pennsylvania","3230","77","3153","3072","764","2161","5","139","0","3","81","68","35","5","5","0","1","13","1","1","5","0","0","0","0","2","0","11","4","2","0","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1",
"1400000US42003120300","Census Tract 1203, Allegheny County, Pennsylvania","1650","9","1641","1610","36","1567","7","0","0","0","31","26","12","0","0","0","0","11","0","0","3","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003120400","Census Tract 1204, Allegheny County, Pennsylvania","869","11","858","826","35","766","3","17","0","5","32","26","0","1","0","0","0","13","2","10","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003120700","Census Tract 1207, Allegheny County, Pennsylvania","818","7","811","801","19","778","3","1","0","0","10","10","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003120800","Census Tract 1208, Allegheny County, Pennsylvania","859","21","838","824","118","700","1","2","0","3","14","11","4","1","0","0","0","5","1","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003130100","Census Tract 1301, Allegheny County, Pennsylvania","1910","36","1874","1816","45","1757","8","2","0","4","58","46","14","0","0","0","0","28","2","0","2","0","0","0","0","0","0","12","7","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003130200","Census Tract 1302, Allegheny County, Pennsylvania","1370","25","1345","1319","18","1283","5","5","0","8","26","25","12","0","1","0","0","12","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003130300","Census Tract 1303, Allegheny County, Pennsylvania","1153","12","1141","1108","23","1075","5","2","0","3","33","28","16","0","0","0","0","10","1","0","0","0","0","1","0","0","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003130400","Census Tract 1304, Allegheny County, Pennsylvania","1191","9","1182","1167","21","1132","7","4","0","3","15","15","8","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003130600","Census Tract 1306, Allegheny County, Pennsylvania","3169","37","3132","3024","63","2924","18","14","2","3","108","93","58","0","0","0","0","27","4","3","0","1","0","0","0","0","0","14","12","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003140100","Census Tract 1401, Allegheny County, Pennsylvania","5476","304","5172","5013","3507","183","14","1222","0","87","159","147","19","5","98","1","4","5","5","0","1","1","0","0","3","5","0","12","4","2","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
